"SpeciesName","LW_SVSPP","ln_a_andy","ln_a_surv","diff_ln_a","b_andy","b_surv","diff_b"
"STRIPED BASS",139,-11.57150437,-11.7959,0.22439563,3.048284488,3.1383,-0.0900155119999999
"STRIPED BASS",139,-11.57150437,-11.5476,-0.0239043700000003,3.048284488,3.0627,-0.0144155119999998
"STRIPED BASS",139,-11.57150437,-11.9776,0.406095630000001,3.070253238,3.1998,-0.129546762
"STRIPED BASS",139,-11.57150437,-11.7959,0.22439563,3.070253238,3.1383,-0.0680467620000003
"STRIPED BASS",139,-11.57150437,-11.5476,-0.0239043700000003,3.070253238,3.0627,0.00755323799999985
"STRIPED BASS",139,-11.57150437,-11.9776,0.406095630000001,3.035335997,3.1998,-0.164464003
"STRIPED BASS",139,-11.57150437,-11.7959,0.22439563,3.035335997,3.1383,-0.102964003
"STRIPED BASS",139,-11.57150437,-11.5476,-0.0239043700000003,3.035335997,3.0627,-0.0273640030000002
"STRIPED BASS",139,-11.57150437,-11.9776,0.406095630000001,3.06117448,3.1998,-0.13862552
"STRIPED BASS",139,-11.57150437,-11.7959,0.22439563,3.06117448,3.1383,-0.0771255200000001
"STRIPED BASS",139,-11.57150437,-11.5476,-0.0239043700000003,3.06117448,3.0627,-0.00152551999999995
"SUMMER FLOUNDER",103,-12.37813373,-12.1197,-0.25843373,3.237910669,3.1602,0.077710669
"SUMMER FLOUNDER",103,-12.37813373,-12.1866,-0.19153373,3.237910669,3.1759,0.0620106690000002
"SUMMER FLOUNDER",103,-12.37813373,-12.1424,-0.23573373,3.237910669,3.1651,0.0728106690000003
"SUMMER FLOUNDER",103,-12.37813373,-12.1197,-0.25843373,3.225650349,3.1602,0.0654503489999998
"SUMMER FLOUNDER",103,-12.37813373,-12.1866,-0.19153373,3.225650349,3.1759,0.049750349
"SUMMER FLOUNDER",103,-12.37813373,-12.1424,-0.23573373,3.225650349,3.1651,0.0605503490000001
"SUMMER FLOUNDER",103,-12.37813373,-12.1197,-0.25843373,3.228320221,3.1602,0.068120221
"SUMMER FLOUNDER",103,-12.37813373,-12.1866,-0.19153373,3.228320221,3.1759,0.0524202210000002
"SUMMER FLOUNDER",103,-12.37813373,-12.1424,-0.23573373,3.228320221,3.1651,0.0632202210000004
"SUMMER FLOUNDER",103,-12.37813373,-12.1197,-0.25843373,3.229608039,3.1602,0.0694080389999998
"SUMMER FLOUNDER",103,-12.37813373,-12.1866,-0.19153373,3.229608039,3.1759,0.053708039
"SUMMER FLOUNDER",103,-12.37813373,-12.1424,-0.23573373,3.229608039,3.1651,0.0645080390000001
"TAUTOG",177,-10.51407011,-10.99159,0.47751989,2.905722618,3.04206,-0.136337382
"TAUTOG",177,-10.51407011,-10.98528,0.471209889999999,2.905722618,3.03463,-0.128907382
"TAUTOG",177,-10.51407011,-11.08032,0.56624989,2.905722618,3.07226,-0.166537382
"TAUTOG",177,-10.51407011,-10.99159,0.47751989,2.892035922,3.04206,-0.150024078
"TAUTOG",177,-10.51407011,-10.98528,0.471209889999999,2.892035922,3.03463,-0.142594078
"TAUTOG",177,-10.51407011,-11.08032,0.56624989,2.892035922,3.07226,-0.180224078
"TAUTOG",177,-10.51407011,-10.99159,0.47751989,NA,3.04206,NA
"TAUTOG",177,-10.51407011,-10.98528,0.471209889999999,NA,3.03463,NA
"TAUTOG",177,-10.51407011,-11.08032,0.56624989,NA,3.07226,NA
"TAUTOG",177,-10.51407011,-10.99159,0.47751989,2.911123837,3.04206,-0.130936163
"TAUTOG",177,-10.51407011,-10.98528,0.471209889999999,2.911123837,3.03463,-0.123506163
"TAUTOG",177,-10.51407011,-11.08032,0.56624989,2.911123837,3.07226,-0.161136163
"THORNY SKATE",28,-12.19062485,-12.088,-0.102624850000002,3.145022224,3.1197,0.0253222239999999
"THORNY SKATE",28,-12.19062485,-11.4478,-0.74282485,3.145022224,2.96658,0.178442224
"THORNY SKATE",28,-12.19062485,-11.4279,-0.762724850000001,3.145022224,2.96297,0.182052224
"THORNY SKATE",28,-12.19062485,-12.088,-0.102624850000002,3.144182108,3.1197,0.0244821079999999
"THORNY SKATE",28,-12.19062485,-11.4478,-0.74282485,3.144182108,2.96658,0.177602108
"THORNY SKATE",28,-12.19062485,-11.4279,-0.762724850000001,3.144182108,2.96297,0.181212108
"THORNY SKATE",28,-12.19062485,-12.088,-0.102624850000002,3.13981383,3.1197,0.0201138300000001
"THORNY SKATE",28,-12.19062485,-11.4478,-0.74282485,3.13981383,2.96658,0.17323383
"THORNY SKATE",28,-12.19062485,-11.4279,-0.762724850000001,3.13981383,2.96297,0.17684383
"THORNY SKATE",28,-12.19062485,-12.088,-0.102624850000002,3.127812111,3.1197,0.00811211099999998
"THORNY SKATE",28,-12.19062485,-11.4478,-0.74282485,3.127812111,2.96658,0.161232111
"THORNY SKATE",28,-12.19062485,-11.4279,-0.762724850000001,3.127812111,2.96297,0.164842111
"VERMILION SNAPPER",596,-11.22119855,-11.2151,-0.00609855000000081,3.060244696,3.0106,0.0496446959999997
"VERMILION SNAPPER",596,-11.22119855,-11.2151,-0.00609855000000081,3.012990861,3.0106,0.00239086099999986
"VERMILION SNAPPER",596,-11.22119855,-11.2151,-0.00609855000000081,NA,3.0106,NA
"VERMILION SNAPPER",596,-11.22119855,-11.2151,-0.00609855000000081,NA,3.0106,NA
"WEAKFISH",145,-11.35313953,-10.4779,-0.87523953,2.928295581,2.731,0.197295581
"WEAKFISH",145,-11.35313953,-10.3596,-0.99353953,2.928295581,2.6992,0.229095581
"WEAKFISH",145,-11.35313953,-12.0264,0.673260470000001,2.928295581,3.1338,-0.205504419
"WEAKFISH",145,-11.35313953,-10.4779,-0.87523953,2.902624177,2.731,0.171624177
"WEAKFISH",145,-11.35313953,-10.3596,-0.99353953,2.902624177,2.6992,0.203424177
"WEAKFISH",145,-11.35313953,-12.0264,0.673260470000001,2.902624177,3.1338,-0.231175823
"WEAKFISH",145,-11.35313953,-10.4779,-0.87523953,NA,2.731,NA
"WEAKFISH",145,-11.35313953,-10.3596,-0.99353953,NA,2.6992,NA
"WEAKFISH",145,-11.35313953,-12.0264,0.673260470000001,NA,3.1338,NA
"WEAKFISH",145,-11.35313953,-10.4779,-0.87523953,2.950215643,2.731,0.219215643
"WEAKFISH",145,-11.35313953,-10.3596,-0.99353953,2.950215643,2.6992,0.251015643
"WEAKFISH",145,-11.35313953,-12.0264,0.673260470000001,2.950215643,3.1338,-0.183584357
"WHITE HAKE",76,-12.55235951,-12.95,0.397640489999999,3.209059479,3.2903,-0.0812405209999998
"WHITE HAKE",76,-12.55235951,-13.0099,0.45754049,3.209059479,3.3039,-0.0948405210000001
"WHITE HAKE",76,-12.55235951,-12.9063,0.353940489999999,3.209059479,3.2812,-0.0721405210000001
"WHITE HAKE",76,-12.55235951,-12.95,0.397640489999999,3.184313116,3.2903,-0.105986884
"WHITE HAKE",76,-12.55235951,-13.0099,0.45754049,3.184313116,3.3039,-0.119586884
"WHITE HAKE",76,-12.55235951,-12.9063,0.353940489999999,3.184313116,3.2812,-0.0968868839999999
"WHITE HAKE",76,-12.55235951,-12.95,0.397640489999999,3.206255948,3.2903,-0.0840440519999999
"WHITE HAKE",76,-12.55235951,-13.0099,0.45754049,3.206255948,3.3039,-0.0976440520000001
"WHITE HAKE",76,-12.55235951,-12.9063,0.353940489999999,3.206255948,3.2812,-0.0749440520000002
"WHITE HAKE",76,-12.55235951,-12.95,0.397640489999999,3.201461535,3.2903,-0.0888384649999998
"WHITE HAKE",76,-12.55235951,-13.0099,0.45754049,3.201461535,3.3039,-0.102438465
"WHITE HAKE",76,-12.55235951,-12.9063,0.353940489999999,3.201461535,3.2812,-0.0797384650000001
"WINDOWPANE",108,-11.38687291,-11.769,0.382127090000001,2.993223078,3.1293,-0.136076922
"WINDOWPANE",108,-11.38687291,-11.305,-0.0818729099999995,2.993223078,2.9781,0.0151230780000002
"WINDOWPANE",108,-11.38687291,-11.3526,-0.0342729099999985,2.993223078,2.9982,-0.00497692199999999
"WINDOWPANE",108,-11.38687291,-11.769,0.382127090000001,3.000514831,3.1293,-0.128785169
"WINDOWPANE",108,-11.38687291,-11.305,-0.0818729099999995,3.000514831,2.9781,0.0224148309999999
"WINDOWPANE",108,-11.38687291,-11.3526,-0.0342729099999985,3.000514831,2.9982,0.00231483099999963
"WINDOWPANE",108,-11.38687291,-11.769,0.382127090000001,2.972205835,3.1293,-0.157094165
"WINDOWPANE",108,-11.38687291,-11.305,-0.0818729099999995,2.972205835,2.9781,-0.00589416499999995
"WINDOWPANE",108,-11.38687291,-11.3526,-0.0342729099999985,2.972205835,2.9982,-0.0259941650000002
"WINDOWPANE",108,-11.38687291,-11.769,0.382127090000001,3.001339413,3.1293,-0.127960587
"WINDOWPANE",108,-11.38687291,-11.305,-0.0818729099999995,3.001339413,2.9781,0.0232394130000002
"WINDOWPANE",108,-11.38687291,-11.3526,-0.0342729099999985,3.001339413,2.9982,0.00313941299999998
"WINTER FLOUNDER",106,-11.55269527,-11.2363,-0.316395269999999,3.080050917,2.9636,0.116450917
"WINTER FLOUNDER",106,-11.55269527,-11.4598,-0.0928952699999996,3.080050917,3.0457,0.0343509169999998
"WINTER FLOUNDER",106,-11.55269527,-11.4718,-0.0808952699999992,3.080050917,3.0431,0.036950917
"WINTER FLOUNDER",106,-11.55269527,-11.2363,-0.316395269999999,3.055281526,2.9636,0.0916815259999999
"WINTER FLOUNDER",106,-11.55269527,-11.4598,-0.0928952699999996,3.055281526,3.0457,0.00958152599999984
"WINTER FLOUNDER",106,-11.55269527,-11.4718,-0.0808952699999992,3.055281526,3.0431,0.012181526
"WINTER FLOUNDER",106,-11.55269527,-11.2363,-0.316395269999999,3.082436492,2.9636,0.118836492
"WINTER FLOUNDER",106,-11.55269527,-11.4598,-0.0928952699999996,3.082436492,3.0457,0.0367364919999997
"WINTER FLOUNDER",106,-11.55269527,-11.4718,-0.0808952699999992,3.082436492,3.0431,0.0393364919999999
"WINTER FLOUNDER",106,-11.55269527,-11.2363,-0.316395269999999,3.072552429,2.9636,0.108952429
"WINTER FLOUNDER",106,-11.55269527,-11.4598,-0.0928952699999996,3.072552429,3.0457,0.0268524289999998
"WINTER FLOUNDER",106,-11.55269527,-11.4718,-0.0808952699999992,3.072552429,3.0431,0.029452429
"WINTER SKATE",23,-12.92730406,-13.19061,0.263305939999999,3.26279228,3.32948,-0.06668772
"WINTER SKATE",23,-12.92730406,-13.08494,0.157635939999999,3.26279228,3.29769,-0.0348977199999996
"WINTER SKATE",23,-12.92730406,-13.39346,0.466155939999998,3.26279228,3.3844,-0.12160772
"WINTER SKATE",23,-12.92730406,-13.19061,0.263305939999999,3.269701894,3.32948,-0.059778106
"WINTER SKATE",23,-12.92730406,-13.08494,0.157635939999999,3.269701894,3.29769,-0.0279881059999996
"WINTER SKATE",23,-12.92730406,-13.39346,0.466155939999998,3.269701894,3.3844,-0.114698106
"WINTER SKATE",23,-12.92730406,-13.19061,0.263305939999999,3.267249913,3.32948,-0.0622300870000001
"WINTER SKATE",23,-12.92730406,-13.08494,0.157635939999999,3.267249913,3.29769,-0.0304400869999997
"WINTER SKATE",23,-12.92730406,-13.39346,0.466155939999998,3.267249913,3.3844,-0.117150087
"WINTER SKATE",23,-12.92730406,-13.19061,0.263305939999999,3.269070602,3.32948,-0.060409398
"WINTER SKATE",23,-12.92730406,-13.08494,0.157635939999999,3.269070602,3.29769,-0.0286193979999996
"WINTER SKATE",23,-12.92730406,-13.39346,0.466155939999998,3.269070602,3.3844,-0.115329398
"WITCH FLOUNDER",107,-13.07078029,-13.2151,0.14431971,3.297057737,3.3289,-0.0318422630000001
"WITCH FLOUNDER",107,-13.07078029,-13.2706,0.19981971,3.297057737,3.3576,-0.0605422630000003
"WITCH FLOUNDER",107,-13.07078029,-13.4522,0.381419709999999,3.297057737,3.41139,-0.114332263
"WITCH FLOUNDER",107,-13.07078029,-13.2151,0.14431971,3.285463522,3.3289,-0.0434364779999998
"WITCH FLOUNDER",107,-13.07078029,-13.2706,0.19981971,3.285463522,3.3576,-0.072136478
"WITCH FLOUNDER",107,-13.07078029,-13.4522,0.381419709999999,3.285463522,3.41139,-0.125926478
"WITCH FLOUNDER",107,-13.07078029,-13.2151,0.14431971,3.303228037,3.3289,-0.0256719630000002
"WITCH FLOUNDER",107,-13.07078029,-13.2706,0.19981971,3.303228037,3.3576,-0.0543719630000004
"WITCH FLOUNDER",107,-13.07078029,-13.4522,0.381419709999999,3.303228037,3.41139,-0.108161963
"WITCH FLOUNDER",107,-13.07078029,-13.2151,0.14431971,3.28760567,3.3289,-0.0412943299999999
"WITCH FLOUNDER",107,-13.07078029,-13.2706,0.19981971,3.28760567,3.3576,-0.0699943300000001
"WITCH FLOUNDER",107,-13.07078029,-13.4522,0.381419709999999,3.28760567,3.41139,-0.12378433
"YELLOWTAIL FLOUNDER",105,-12.04451277,-11.7347,-0.309812770000001,3.102800277,3.0161,0.0867002770000003
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.7073,0.662787229999999,3.102800277,3.3235,-0.220699723
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.3581,0.31358723,3.102800277,3.2099,-0.107099723
"YELLOWTAIL FLOUNDER",105,-12.04451277,-11.7347,-0.309812770000001,3.106762512,3.0161,0.0906625120000002
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.7073,0.662787229999999,3.106762512,3.3235,-0.216737488
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.3581,0.31358723,3.106762512,3.2099,-0.103137488
"YELLOWTAIL FLOUNDER",105,-12.04451277,-11.7347,-0.309812770000001,3.111305478,3.0161,0.095205478
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.7073,0.662787229999999,3.111305478,3.3235,-0.212194522
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.3581,0.31358723,3.111305478,3.2099,-0.0985945220000004
"YELLOWTAIL FLOUNDER",105,-12.04451277,-11.7347,-0.309812770000001,3.123093979,3.0161,0.106993979
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.7073,0.662787229999999,3.123093979,3.3235,-0.200406021
"YELLOWTAIL FLOUNDER",105,-12.04451277,-12.3581,0.31358723,3.123093979,3.2099,-0.0868060210000001
